"variable"	"raw.sample.size"	"n.languages"	"n.levels"	"source"	"set.fisher.p"	"set.CP.significant.residuals"	"set.Other.significant.residuals"	"mcmc.fisher.p"	"mcmc.CP.significant.residuals"	"mcmc.Other.significant.residuals"	"ml.fisher.p"	"ml.CP.significant.residuals"	"ml.Other.significant.residuals"	"problems"
"autotyp.morphology.per.language$posscl_all"	275	275	2	"AUTOTYP"	0.0420447967887147	""	"+no_poss_class-any_poss_class"	0.0420447967887147	""	"+no_poss_class-any_poss_class"	0.112130784838596	""	"+no_poss_class"	NA
"autotyp.morphology.per.language$Covert_classes_BoundCat"	257	257	2	"AUTOTYP"	0.184635437975456	""	""	0.184635437975456	""	""	0.320704058191008	""	""	NA
"autotyp.morphology.per.language$Overt_Classes_numberCat"	267	267	2	"AUTOTYP"	0.205575377900394	""	""	0.373248281332628	""	""	0.212848522146435	""	""	NA
"autotyp.morphology.per.language$any.lex.flexivity"	568	568	2	"AUTOTYP"	0.117971798543708	""	""	0.117971798543708	""	"+FALSE"	0.285163190900305	""	""	NA
"autotyp.morphology.per.language$polyexponence.in.arguments"	420	420	2	"AUTOTYP"	1	""	""	0.750795505738904	""	""	0.750795505738904	""	""	NA
"autotyp.morphology.per.language$polyexponence.in.predicate"	410	410	2	"AUTOTYP"	0.677255514898499	""	""	0.677255514898499	""	""	0.667186350026883	""	""	NA
"autotyp.morphology.per.language$any.polyexponence"	744	744	2	"AUTOTYP"	0.485545536000048	""	""	0.471472662731608	""	""	0.447507750897387	""	""	NA
"autotyp.morphology.per.language$ANY.AGREEMENT"	349	349	2	"AUTOTYP"	0.0135975613159813	""	"+no verb agreement"	0.0135975613159813	""	"+no verb agreement"	0.0411175098560494	""	"+no verb agreement"	NA
"autotyp.morphology.per.language$N.PLURAL"	258	258	2	"AUTOTYP"	0.02858547704496	""	"-lacks plural"	0.02858547704496	""	"-lacks plural"	0.02858547704496	""	"-lacks plural"	NA
"autotyp.np.per.language$marking_Def_overt.marking"	484	484	2	"AUTOTYP"	0.0657395913955543	""	"+TRUE"	0.105009725563588	""	""	0.204464628639277	""	""	NA
"autotyp.np.per.language$marking_Def_no.marking"	484	484	2	"AUTOTYP"	0.143337053025994	""	""	0.143337053025994	""	""	0.145846796553295	""	""	NA
"autotyp.np.per.language$Govern_Def_mixed"	484	484	2	"AUTOTYP"	1	""	""	0.799855905383768	""	""	0.71114097184144	""	""	NA
"autotyp.np.per.language$Govern_Def_construct.markers"	484	484	2	"AUTOTYP"	0.41887608400076	""	""	0.41887608400076	""	""	0.163071693763476	""	""	NA
"autotyp.np.per.language$Govern_Def_government"	484	484	2	"AUTOTYP"	0.623212625545529	""	""	0.37175333605686	""	""	0.76093927145564	""	""	NA
"autotyp.np.per.language$Adj_marking_Def_overt.marking"	484	484	2	"AUTOTYP"	0.0657395913955543	""	"+TRUE"	0.0657395913955543	""	"+TRUE"	0.107498306297541	""	""	NA
"autotyp.np.per.language$Adj_marking_Def_no.marking"	484	484	2	"AUTOTYP"	0.155444699418739	""	""	0.226301067404592	""	""	0.143337053025994	""	""	NA
"autotyp.np.per.language$Adj_Govern_Def_mixed"	484	484	2	"AUTOTYP"	0.799855905383768	""	""	0.799855905383768	""	""	0.71114097184144	""	""	NA
"autotyp.np.per.language$Adj_Govern_Def_construct.markers"	484	484	2	"AUTOTYP"	0.416867298634443	""	""	0.503231258518811	""	""	0.0669815982532718	""	"+TRUE"	NA
"autotyp.np.per.language$Adj_Govern_Def_government"	484	484	2	"AUTOTYP"	0.623212625545529	""	""	0.59352346659924	""	""	0.762138572769407	""	""	NA
"autotyp.np_structure$PrPoS1_simplehost"	438	430	3	"AUTOTYP"	1	""	""	0.403914510686167	""	""	0.788958138040394	""	""	NA
"autotyp.np_structure$PrPoS1_phrasal"	437	430	2	"AUTOTYP"	0.55249929696288	""	"-phrasal"	0.55249929696288	""	"-phrasal"	1	""	""	NA
"autotyp.np_structure$PrPoS1_clausal.domain"	431	428	2	"AUTOTYP"	1	""	""	1	""	""	1	""	""	NA
"autotyp.np_structure$PrPoS1_Macrocat_sem"	635	430	6	"AUTOTYP"	0.594935065120336	""	""	0.946877470355734	""	""	0.790305804035783	""	""	NA
"autotyp.np_structure$Alien_classSemanticClass"	424	295	8	"AUTOTYP"	0.405263186384955	""	""	0.301418547314397	""	"+neutral"	0.835014213323443	""	""	NA
"autotyp.np_structure$Alien_classMacrocat_sem_class"	322	295	2	"AUTOTYP"	0.0228543355224944	""	"-formal+neutral"	0.0365815577126483	""	"-formal+neutral"	0.0365815577126483	""	"-formal+neutral"	NA
